0.693064 0.864374
0.575231 1.142047
1.578218 0.110192
1.500010 0.757791
1.410716 0.708418
0.426328 1.778639
1.599700 1.145506
0.957368 1.594044
0.653676 1.024625
0.478433 1.916647
1.336936 2.054443
1.405877 0.087251
0.647602 0.787719
1.197470 0.074885
1.026495 0.549301
0.203521 0.620644
1.857207 1.589151
1.621884 1.845660
2.133262 1.098536
0.654086 0.852500
0.843624 1.453640
0.953185 0.036763
0.779209 0.647931
0.654351 0.158334
0.751577 1.965974
0.150509 0.889618
1.515997 1.106700
0.893503 1.531203
0.647670 0.977348
1.128246 0.084824
0.809805 0.548614
1.319786 1.427331
1.217149 0.087690
1.392518 1.375094
1.543837 1.957172
0.215307 0.595479
0.725599 1.486340
1.566088 1.966180
1.223339 0.481609
1.589935 1.026851
0.968252 1.530088
1.625825 1.216128
0.860517 0.617002
2.024468 0.746328
2.051100 0.912576
0.558635 1.969255
0.243292 0.492960
0.121381 1.062170
0.188747 1.223049
0.984615 2.093935
1.214444 0.564232
1.423693 1.352148
0.196512 1.641939
2.070802 0.714377
1.210802 2.041565
0.422323 0.253611
1.023942 0.581006
0.972100 1.531715
0.637584 0.811079
0.203584 0.624321
0.575242 0.071719
1.343195 1.418615
0.665763 0.952583
0.798008 1.570854
0.646367 1.139097
0.296884 1.653680
1.462666 1.018403
0.162383 0.602525
0.636631 1.389982
1.852893 1.679379
1.428736 1.435225
0.373476 0.482387
1.368477 0.030099
0.987634 0.060162
1.195040 0.526957
0.592815 1.081764
0.761142 1.470905
0.358640 1.666511
0.761194 0.668213
1.396604 0.603783
1.164012 0.586166
2.018785 1.255035
1.500836 0.830539
1.091777 1.582148
0.603916 1.250527
0.824956 0.073563
2.008809 1.414708
0.885127 0.539333
2.050325 1.196970
0.993776 0.598982
0.578998 1.175199
1.984384 1.556148
1.150728 0.578617
0.988311 0.560313
1.595637 1.902969
1.570771 1.942468
1.373996 0.615381
0.701985 0.702145
0.160430 0.982601
1.167862 1.467647
0.860055 1.402068
1.375842 1.367450
1.537250 0.201016
0.497333 1.139993
0.825312 1.517957
1.132500 0.055249
1.987880 0.565661
1.531726 0.211609
0.218416 1.119363
0.531467 1.394254
0.823368 1.442209
1.078376 1.518677
0.678538 0.726698
1.926167 0.489800
0.654612 0.731959
1.468843 0.875004
0.137905 1.397349
0.808067 1.587443
1.172491 1.587575
1.505008 1.287478
0.283146 0.525530
1.561639 0.954147
0.503942 0.192321
1.570427 1.194053
0.049085 1.224484
0.715965 1.919820
0.526165 0.263573
1.205132 1.495919
0.818315 0.733615
0.931743 0.590909
0.677600 0.678733
1.263688 1.553713
0.117436 1.358188
1.578474 1.120472
1.979463 0.493475
0.212393 1.545111
0.117303 1.262649
0.857430 1.529286
0.108722 0.847653
1.471283 0.223392
2.045421 1.384564
0.608109 1.225355
1.240485 0.592066
1.570656 1.393146
1.568406 1.098426
0.298074 1.549496
1.579844 1.227025
1.098222 1.497105
1.507702 1.194788
0.604257 0.860331
1.668679 0.272401
0.947602 1.618807
1.069159 0.543607
1.978345 0.677035
1.538827 0.779905
2.032260 0.829804
1.520677 2.108478
0.940972 2.052767
0.558684 1.059334
0.831059 1.208652
0.576257 0.834397
0.618383 1.263864
0.781718 1.350799
